precio_texto,tipo_y_ciudad,titulo,habitaciones_texto,banos_texto,area_texto,url_aviso
$ 280.000.000,"Lote en Pereira, Risaralda",Lote en venta en pereira,1941 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-pereira/193841289
$ 445.000.000,"Casa en Pereira, Risaralda","Casa en venta en galicia, pereira",3 Habs.,3 Baños,112 m²,https://www.fincaraiz.com.co/casa-en-venta-en-galicia-pereira/193818043
$ 630.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,5 Habs.,5 Baños,156 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193302294
$ 385.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en san jose sur, pereira",2 Habs.,2 Baños,56 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-san-jose-sur-pereira/193312084
$ 300.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en san jose sur, pereira",33 m²,,,https://www.fincaraiz.com.co/local-en-venta-en-san-jose-sur-pereira/193215901
$ 165.000.000,"Oficina en Pereira, Risaralda","Oficina en venta en centro, pereira",2 Ambientes,1 Baño,43 m²,https://www.fincaraiz.com.co/oficina-en-venta-en-centro-pereira/192625526
$ 360.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en el prado, pereira",1 Hab,1 Baño,42 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-el-prado-pereira/193055802
$ 600.000.000,"Casa en Pereira, Risaralda","Casa en venta en el jardin, pereira",3 Habs.,4 Baños,120 m²,https://www.fincaraiz.com.co/casa-en-venta-en-el-jardin-pereira/192966512
$ 530.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en portal de los cedros, pereira",2 Habs.,2 Baños,77 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-portal-de-los-cedros-pereira/193459317
$ 2.300.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",4 Habs.,5 Baños,330 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/192979034
$ 1.700.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",3 Habs.,3 Baños,1500 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/8205946
$ 1.200.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",6 Habs.,6 Baños,340 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/194109928
$ 550.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en bosques de santa elena, pereira",3 Habs.,2 Baños,85 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-bosques-de-santa-elena-pereira/193277963
$ 3.246.880.000,"Local Comercial en Pereira, Risaralda","Local en venta en avenida 30 de agosto, pereira",1 Baño,289 m²,,https://www.fincaraiz.com.co/local-en-venta-en-avenida-30-de-agosto-pereira/193067102
$ 1.800.000.000,"Edificio en Pereira, Risaralda","Edificio en venta en centro, pereira",12 Habs.,710 m²,,https://www.fincaraiz.com.co/edificio-en-venta-en-centro-pereira/194080558
$ 1.550.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en morelia, pereira",5 Habs.,3 Baños,400 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-morelia-pereira/192745394
$ 637.598.930,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",2 Habs.,2 Baños,82 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/192608843
$ 270.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en san marcos, pereira",1 Hab,2 Baños,57 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-san-marcos-pereira/193303639
$ 75.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en centro, pereira",4 m²,,,https://www.fincaraiz.com.co/local-en-venta-en-centro-pereira/193566484
$ 3.000.000.000,"Casa en Pereira, Risaralda","Casa en venta en combia, pereira",6 Habs.,8 Baños,550 m²,https://www.fincaraiz.com.co/casa-en-venta-en-combia-pereira/193605479
$ 635.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en sector belmonte, pereira",2 Ambientes,1 Baño,64 m²,https://www.fincaraiz.com.co/local-en-venta-en-sector-belmonte-pereira/193836359
$ 450.000.000,"Casa en Pereira, Risaralda","Casa en venta en bavaria, pereira",5 Habs.,2 Baños,177 m²,https://www.fincaraiz.com.co/casa-en-venta-en-bavaria-pereira/194238034
$ 1.650.000.000,"Casa en Pereira, Risaralda","Casa en  venta en condina, pereira",4 Habs.,5 Baños,650 m²,https://www.fincaraiz.com.co/casa-en-venta-en-condina-pereira/191985130
$ 280.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en galicia, pereira",3 Habs.,2 Baños,59 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-galicia-pereira/193771221
$ 600.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",7 Habs.,3 Baños,174 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/193921214
$ 3.000.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,9 Habs.,4 Baños,2200 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193301332
$ 1.000.000.000,"Casa en Pereira, Risaralda","Casa en venta en pinares, pereira",3 Habs.,3 Baños,180 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pinares-pereira/193311424
$ 850.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,5 Habs.,4 Baños,182 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193304394
$ 560.000.000,"Casa en Pereira, Risaralda",Casa en  venta en pereira,3 Habs.,3 Baños,118 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/192246437
$ 2.000.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",5 Habs.,5 Baños,400 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/10530990
$ 410.000.000,"Oficina en Pereira, Risaralda","Oficina en venta en centro, pereira",2 Baños,140 m²,,https://www.fincaraiz.com.co/oficina-en-venta-en-centro-pereira/194066923
$ 850.000.000,"Finca en Pereira, Risaralda",Finca en venta en pereira,4 Habs.,3 Baños,200 m²,https://www.fincaraiz.com.co/finca-en-venta-en-pereira/193336345
$ 850.000.000,"Casa Campestre en Pereira, Risaralda",Casa campestre en venta en pereira,3 Habs.,3 Baños,190 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pereira/192477166
$ 980.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alpes, pereira",2 Habs.,3 Baños,75 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alpes-pereira/192296732
$ 950.000.000,"Lote en Pereira, Risaralda","Lote en venta en maraya, pereira",1931 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-maraya-pereira/192468598
$ 1.400.000.000,"Casa en Pereira, Risaralda","Casa en venta en cerritos, pereira",3 Habs.,4 Baños,320 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/193960346
$ 7.500.000.000,"Finca en Pereira, Risaralda","Finca en venta en la bella, pereira",3 Habs.,1 Baño,46000 m²,https://www.fincaraiz.com.co/finca-en-venta-en-la-bella-pereira/193726088
$ 550.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,2 Baños,87 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193302993
$ 2.200.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en condina, pereira",3 Habs.,6 Baños,650 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-condina-pereira/192636633
$ 720.000.000,"Local Comercial en Pereira, Risaralda",Local en venta en pereira,2 Baños,180 m²,,https://www.fincaraiz.com.co/local-en-venta-en-pereira/193841837
$ 650.000.000,"Lote en Pereira, Risaralda","Lote en venta en condina, pereira",2497 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-condina-pereira/192688466
$ 150.000.000,"Consultorio en Pereira, Risaralda","Consultorio en venta en centro, pereira",1 Baño,19 m²,,https://www.fincaraiz.com.co/consultorio-en-venta-en-centro-pereira/193885404
$ 220.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en dosquebradas,3 Habs.,1 Baño,48 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-dosquebradas/194073019
$ 780.000.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",2050 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/193519964
$ 1.950.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",4 Habs.,5 Baños,400 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193255128
$ 470.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en san jose sur, pereira",3 Habs.,2 Baños,73 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-san-jose-sur-pereira/194174845
$ 810.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",5 Habs.,3 Baños,170 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193841054
$ 650.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,6 Habs.,3 Baños,240 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/192551764
$ 260.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en avenida 30 de agosto, pereira",2 Habs.,2 Baños,49 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-avenida-30-de-agosto-pereira/192321021
$ 730.000.000,"Casa en Pereira, Risaralda","Casa en venta en el retiro, pereira",4 Habs.,3 Baños,264 m²,https://www.fincaraiz.com.co/casa-en-venta-en-el-retiro-pereira/193449608
$ 340.000.000,"Casa en Pereira, Risaralda","Casa en venta en samaria i etapa, pereira",5 Habs.,3 Baños,120 m²,https://www.fincaraiz.com.co/casa-en-venta-en-samaria-i-etapa-pereira/193440587
$ 1.500.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en  venta en combia baja, pereira",7 Habs.,4 Baños,3700 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-combia-baja-pereira/191972854
$ 300.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",4 Habs.,3 Baños,118 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/193374378
$ 980.000.000,"Casa Campestre en Pereira, Risaralda",Casa campestre en venta en pereira,1 Hab,3 Baños,415 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pereira/194080488
$ 350.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en galicia, pereira",3 Habs.,2 Baños,65 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-galicia-pereira/192055718
$ 533.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en cerritos, pereira",1 Hab,1 Baño,82 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-cerritos-pereira/193376671
$ 540.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,2 Baños,78 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193305258
$ 1.900.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en condina, pereira",5 Habs.,5 Baños,400 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-condina-pereira/194115803
$ 245.000.000,"Oficina en Pereira, Risaralda","Oficina en venta en los alpes, pereira",1 Ambiente,1 Baño,32 m²,https://www.fincaraiz.com.co/oficina-en-venta-en-los-alpes-pereira/192730330
$ 380.000.000,"Casa Campestre en Pereira, Risaralda",Casa campestre en venta en pereira,1 Hab,2 Baños,200 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pereira/192321007
$ 600.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,4 Habs.,3 Baños,165 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193684456
$ 1.500.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alamos, pereira",4 Habs.,3 Baños,180 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alamos-pereira/8051887
$ 1.200.000.000,"Casa en Pereira, Risaralda","Casa en venta en pinares, pereira",3 Habs.,3 Baños,233 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pinares-pereira/192540724
$ 1.300.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,3 Baños,139 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193312590
$ 925.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares alto, pereira",3 Habs.,2 Baños,82 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-alto-pereira/192798214
$ 430.000.000,"Casa en Pereira, Risaralda","Casa en venta en galicia, pereira",3 Habs.,3 Baños,115 m²,https://www.fincaraiz.com.co/casa-en-venta-en-galicia-pereira/192321144
$ 380.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en avenida sur, pereira",1 Hab,2 Baños,63 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-avenida-sur-pereira/193734600
$ 440.000.000,"Apartaestudio en Pereira, Risaralda",Apartaestudio en venta en pereira,1 Hab,45 m²,,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-pereira/192320691
$ 1.800.000.000,"Casa Campestre en Pereira, Risaralda",Casa campestre en venta en pereira,4 Habs.,4 Baños,350 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pereira/193311203
$ 880.000.000,"Casa en Pereira, Risaralda","Casa en  venta en canaan, pereira",5 Habs.,5 Baños,348 m²,https://www.fincaraiz.com.co/casa-en-venta-en-canaan-pereira/192113647
$ 280.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,6 Habs.,2 Baños,98 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193307990
$ 430.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en el poblado, pereira",3 Habs.,2 Baños,76 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-pereira/193249429
$ 1.950.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",2 Habs.,3 Baños,178 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193745145
$ 230.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",3 Habs.,2 Baños,70 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/193510887
$ 2.500.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,8 Habs.,5 Baños,709 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/192262569
$ 695.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,2 Baños,99 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193167622
$ 290.000.000,"Oficina en Pereira, Risaralda","Oficina en venta en centro, pereira",1 Baño,53 m²,,https://www.fincaraiz.com.co/oficina-en-venta-en-centro-pereira/193467155
$ 497.500.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,2 Baños,65 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/192587792
$ 313.100.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",1550 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/192733817
$ 1.200.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en  venta en cerritos, pereira",4 Habs.,2 Baños,265 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/191382904
$ 1.580.000.000,"Finca en Pereira, Risaralda","Finca en venta en combia, dosquebradas",10 Habs.,6 Baños,1712 m²,https://www.fincaraiz.com.co/finca-en-venta-en-combia-dosquebradas/193639625
$ 285.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en galicia, pereira",3 Habs.,2 Baños,60 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-galicia-pereira/193925400
$ 3.650.000.000,"Bodega en Pereira, Risaralda","Bodega en venta en c. comercial la 14, terminal de transporte, pereira",2 Ambientes,3 Baños,1080 m²,https://www.fincaraiz.com.co/bodega-en-venta-en-c-comercial-la-14-terminal-de-transporte-pereira/193819743
$ 1.200.000.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",2000 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/193607056
$ 420.000.000,"Casa en Pereira, Risaralda","Casa en venta en brisas del consota, pereira",3 Habs.,2 Baños,304 m²,https://www.fincaraiz.com.co/casa-en-venta-en-brisas-del-consota-pereira/193719894
$ 1.050.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,3 Baños,130 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/194021418
$ 230.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en frailes, dosquebradas",3 Habs.,1 Baño,52 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-frailes-dosquebradas/193302305
$ 1.600.000.000,"Casa en Pereira, Risaralda","Casa en venta en cerritos, pereira",6 Habs.,5 Baños,350 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/192864848
$ 600.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,2 Baños,89 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193840682
$ 1.700.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",3 Habs.,4 Baños,440 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/10428750
$ 255.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en sector lago uribe, pereira",3 Habs.,2 Baños,67 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-sector-lago-uribe-pereira/193294959
$ 700.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",5 Habs.,3 Baños,138 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/193885636
$ 370.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,2 Habs.,2 Baños,61.65 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/192754742
$ 1.920.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en  venta en cerritos, pereira",4 Habs.,4 Baños,580 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/191928901
$ 1.400.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",4 Habs.,4 Baños,324 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/192563914
$ 3.000.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",7 Habs.,9 Baños,900 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/192320031
$ 2.500.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",5 Habs.,7 Baños,600 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193310241
$ 1.000.000.000,"Casa en Pereira, Risaralda","Casa en venta en pinares, pereira",4 Habs.,4 Baños,246 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pinares-pereira/193510845
$ 320.000.000,"Oficina en Pereira, Risaralda","Oficina en  venta en centro, pereira",1 Baño,59 m²,,https://www.fincaraiz.com.co/oficina-en-venta-en-centro-pereira/192205188
$ 420.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,2 Habs.,2 Baños,85 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193302442
$ 3.000.000.000,"Casa en Pereira, Risaralda","Casa en venta en pinares, pereira",6 Habs.,6 Baños,700 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pinares-pereira/192320017
$ 175.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en perla del sur, pereira",3 Habs.,1 Baño,72 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-perla-del-sur-pereira/194048604
$ 1.250.000.000,"Finca en Pereira, Risaralda","Finca en venta en la bella, pereira",5 Habs.,3 Baños,220 m²,https://www.fincaraiz.com.co/finca-en-venta-en-la-bella-pereira/192958696
$ 350.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",4 Habs.,2 Baños,140 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/194068335
$ 1.200.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",4 Habs.,2 Baños,357 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/193670010
$ 450.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,2 Baños,77 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193310982
$ 1.400.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",4 Habs.,4 Baños,365 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193322145
$ 800.000.000,"Lote en Pereira, Risaralda","Lote en venta en maraya, pereira",260 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-maraya-pereira/194207165
$ 248.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en galicia, pereira",3 Habs.,2 Baños,67 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-galicia-pereira/193066179
$ 470.000.000,"Casa en Pereira, Risaralda","Casa en venta en morelia, pereira",3 Habs.,4 Baños,90 m²,https://www.fincaraiz.com.co/casa-en-venta-en-morelia-pereira/193664339
$ 1.000.000.000,"Casa Campestre en Pereira, Risaralda",Casa campestre en venta en pereira,3 Habs.,3 Baños,225 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pereira/192777795
$ 260.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en galicia, pereira",3 Habs.,2 Baños,67 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-galicia-pereira/193462815
$ 500.000.000,"Casa en Pereira, Risaralda","Casa en venta en galicia, pereira",3 Habs.,3 Baños,125 m²,https://www.fincaraiz.com.co/casa-en-venta-en-galicia-pereira/193817243
$ 450.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alamos, pereira",2 Habs.,2 Baños,75 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alamos-pereira/193861428
$ 2.600.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en pinares, pereira",5 Ambientes,6 Baños,337 m²,https://www.fincaraiz.com.co/local-en-venta-en-pinares-pereira/192481612
$ 400.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,3 Habs.,3 Baños,118 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193310515
$ 470.000.000,"Apartamento en Pereira, Risaralda","Apartamento en  venta en palmas de belmonte, pereira",3 Habs.,2 Baños,78 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-palmas-de-belmonte-pereira/191927788
$ 600.000.000,"Lote en Pereira, Risaralda","Lote en venta en combia, pereira",20000 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-combia-pereira/192320291
$ 370.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en palmas de belmonte, pereira",2 Habs.,2 Baños,68 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-palmas-de-belmonte-pereira/193888793
$ 450.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alamos, pereira",3 Habs.,3 Baños,120 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alamos-pereira/192321060
$ 2.800.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,5 Baños,250 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193604693
$ 310.000.000,"Casa en Pereira, Risaralda","Casa en venta en cuba -san joaquin, pereira",3 Habs.,2 Baños,58 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cuba-san-joaquin-pereira/193944443
$ 1.000.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",5 Habs.,3 Baños,200 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/193638786
$ 270.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alcazares, pereira",2 Habs.,2 Baños,52 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alcazares-pereira/192958668
$ 1.300.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en condina, pereira",5 Habs.,4 Baños,750 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-condina-pereira/193000711
$ 330.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en la villa, pereira",3 Habs.,2 Baños,79 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-la-villa-pereira/193840461
$ 3.200.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en la florida, pereira",3 Habs.,2 Baños,35500 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-la-florida-pereira/192320126
$ 370.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en aeropuerto, pereira",2 Habs.,2 Baños,68 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-aeropuerto-pereira/193600711
$ 498.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en cerritos, pereira",1 Hab,2 Baños,62 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-cerritos-pereira/193480980
$ 1.200.000.000,"Lote en Pereira, Risaralda","Lote en venta en maraya, pereira",1642 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-maraya-pereira/193309567
$ 1.500.000.000,"Edificio en Pereira, Risaralda","Edificio en  venta en centro, pereira",18 Habs.,9 Baños,551 m²,https://www.fincaraiz.com.co/edificio-en-venta-en-centro-pereira/191753299
$ 190.000.000,"Lote en Pereira, Risaralda",Lote en venta en pereira,1270 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-pereira/193341683
$ 850.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",4 Habs.,5 Baños,182 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193327609
$ 280.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",3 Habs.,2 Baños,52 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/194013686
$ 280.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,5 Habs.,2 Baños,37 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/194050690
$ 430.000.000,"Casa en Pereira, Risaralda","Casa en venta en san nicolas, pereira",8 Habs.,4 Baños,320 m²,https://www.fincaraiz.com.co/casa-en-venta-en-san-nicolas-pereira/193314153
$ 620.000.000,"Casa en Pereira, Risaralda","Casa en venta en pueblito cafetero, pereira",4 Habs.,4 Baños,160 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pueblito-cafetero-pereira/192386774
$ 200.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",3 Habs.,1 Baño,52 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/192320867
$ 980.000.000,"Casa en Pereira, Risaralda","Casa en venta en cerritos, pereira",3 Habs.,3 Baños,136 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/192653436
$ 430.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,3 Habs.,2 Baños,86 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/192892431
